stn_id,month,status,http,code,rows,expected,elapsed_s,bytes,fetched_at,note
467530,2026-08,ok,200,200,744,744,0.75,1160991,2026-09-12T14:43:37,
467550,2008-01,ok,200,200,744,744,2.66,1160853,2026-09-12T14:28:44,
467550,2008-02,ok,200,200,696,696,0.62,1086636,2026-09-12T14:28:46,
467550,2008-03,ok,200,200,744,744,1.12,1161025,2026-09-12T14:28:48,
467550,2008-04,ok,200,200,720,720,0.92,1122862,2026-09-12T14:28:51,
467550,2008-05,ok,200,200,744,744,0.7,1160480,2026-09-12T14:28:52,
467550,2008-06,ok,200,200,720,720,1.17,1123498,2026-09-12T14:28:55,
467550,2008-07,ok,200,200,744,744,0.89,1160301,2026-09-12T14:28:57,
467550,2008-08,ok,200,200,744,744,1.27,1160724,2026-09-12T14:28:59,
467550,2008-09,ok,200,200,720,720,1.27,1122613,2026-09-12T14:29:02,
467550,2008-10,ok,200,200,744,744,1.59,1159628,2026-09-12T14:29:05,
467550,2008-11,ok,200,200,720,720,0.45,1123175,2026-09-12T14:29:06,
467550,2008-12,ok,200,200,744,744,0.8,1161012,2026-09-12T14:29:08,
467550,2009-01,ok,200,200,744,744,0.72,1161068,2026-09-12T14:29:10,
467550,2009-02,ok,200,200,672,672,0.55,1048698,2026-09-12T14:29:12,
467550,2009-03,ok,200,200,744,744,0.94,1161388,2026-09-12T14:29:14,
467550,2009-04,ok,200,200,720,720,1.06,1123902,2026-09-12T14:29:16,
467550,2009-05,ok,200,200,744,744,0.5,1160284,2026-09-12T14:29:18,
467550,2009-06,ok,200,200,720,720,1.3,1123283,2026-09-12T14:29:21,
467550,2009-07,ok,200,200,744,744,0.69,1160488,2026-09-12T14:29:22,
467550,2009-08,ok,200,200,744,744,1.09,1160056,2026-09-12T14:29:25,
467550,2009-09,ok,200,200,720,720,1.22,1122534,2026-09-12T14:29:27,
467550,2009-10,ok,200,200,744,744,0.81,1160189,2026-09-12T14:29:29,
467550,2009-11,ok,200,200,720,720,0.67,1123061,2026-09-12T14:29:31,
467550,2009-12,ok,200,200,744,744,0.95,1161820,2026-09-12T14:29:33,
467550,2010-01,ok,200,200,744,744,1.02,1161416,2026-09-12T14:29:35,
467550,2010-02,ok,200,200,672,672,1.16,1049413,2026-09-12T14:29:38,
467550,2010-03,ok,200,200,744,744,0.94,1160908,2026-09-12T14:29:40,
467550,2010-04,ok,200,200,720,720,1.02,1123567,2026-09-12T14:29:42,
467550,2010-05,ok,200,200,744,744,1.12,1160739,2026-09-12T14:29:44,
467550,2010-06,ok,200,200,720,720,1.22,1123497,2026-09-12T14:29:47,
467550,2010-07,ok,200,200,744,744,1.12,1160114,2026-09-12T14:29:49,
467550,2010-08,ok,200,200,744,744,1.03,1159761,2026-09-12T14:29:51,
467550,2010-09,ok,200,200,720,720,1.14,1122809,2026-09-12T14:29:54,
