month,stn_id,n_hours,pres,slp,t_air,td_obs,rh,wind,wind_dir,gust,gust_dir,precip,precip_dur,sunshine,solar,vis_manual,vis_auto,uv,cloud_manual,cloud_sat,td_magnus,dpd,rain_3h,rain_6h,rh_stuck,sky_obscured,cloud_manual_eff
2025-08,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.208,0.972,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-09,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.207,0.976,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-10,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.2,0.973,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-11,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.0,1.0,0.197,0.724,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2025-12,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.208,0.031,1.0,0.19,0.993,1.0,1.0,1.0,1.0,1.0,1.0,0.208
2026-01,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,0.0,1.0,1.0,0.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-02,466910,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-03,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.985,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-04,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-05,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.964,0.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-06,466910,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.812,0.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-07,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.964,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-08,466910,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2026-09,466910,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2008-01,467530,743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.584,1.0,0.334,0.0,0.0,0.334,0.0,1.0,1.0,0.997,0.993,1.0,1.0,0.334
2008-02,467530,696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.258,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.233,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.21,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.235,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.272,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.247,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.296,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2008-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.298,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.306,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-02,467530,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.305,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.249,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.217,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.335,0.0,0.0,0.253,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.335
2009-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.281,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.185,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.258,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.294,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.304,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2009-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.266,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.284,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-02,467530,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.259,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.251,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.258,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.266,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.272,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.253,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.284,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.288,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2010-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.309,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.253,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-02,467530,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.283,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.22,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.269,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.233,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.293,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.234,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.258,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.283,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.292,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.293,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2011-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.254,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.286,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-02,467530,696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.218,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.292,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.215,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.235,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.193,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.274,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.332
2012-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.218,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.269,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2012-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.278,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.288,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-02,467530,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.312,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.302,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.332
2013-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.181,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.191,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.269,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.219,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.26,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.285,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.306,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2013-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.228,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.313,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-02,467530,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.222,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.276,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.257,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.192,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.332,0.0,0.0,0.254,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.332
2014-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.286,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.263,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.292,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.309,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.283,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2014-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.251,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.297,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-02,467530,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.305,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.294,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.31,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-07,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.28,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.226,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.276,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.296,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.317,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2015-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.309,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.261,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-02,467530,696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.237,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.212,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-04,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-05,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.262,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.332
2016-06,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.335,0.0,0.0,0.258,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.335
2016-07,467530,744,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,1.0,0.583,1.0,0.333,0.0,0.0,0.272,0.0,0.997,0.997,0.995,0.991,1.0,1.0,0.333
2016-08,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.278,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.332
2016-09,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.253,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-10,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.308,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-11,467530,720,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2016-12,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.301,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2017-01,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.313,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2017-02,467530,672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.253,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2017-03,467530,744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.583,1.0,0.333,0.0,0.0,0.274,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333
2017-04,467530,720,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,1.0,0.001,0.0
